City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
259,Sola,VU,2021-08-08 22:32:17,-13.8833,167.55,74.07,94,90,0.0,moderate rain
260,Rorvik,NO,2021-08-08 22:32:18,64.8621,11.2373,57.42,85,80,10.71,broken clouds
261,Ust-Nera,RU,2021-08-08 22:28:28,64.5667,143.2,68.36,45,6,4.27,clear sky
262,Kargasok,RU,2021-08-08 22:32:18,59.0556,80.8572,65.03,67,97,4.79,overcast clouds
263,Avarua,CK,2021-08-08 22:32:19,-21.2078,-159.775,77.05,69,90,8.05,overcast clouds
264,Tala,EG,2021-08-08 22:32:19,30.6803,30.9429,73.94,87,0,4.81,clear sky
265,Mulege,MX,2021-08-08 22:32:20,26.8833,-111.9833,91.94,52,24,10.47,few clouds
266,Coahuayana,MX,2021-08-08 22:32:20,18.7333,-103.6833,89.08,71,51,8.66,broken clouds
267,Patterson,US,2021-08-08 22:30:40,37.4716,-121.1297,102.78,10,0,3.85,clear sky
268,Aljezur,PT,2021-08-08 22:32:21,37.3191,-8.8033,61.36,88,0,13.76,clear sky
269,Chengzihe,CN,2021-08-08 22:32:21,45.3333,131.0667,59.41,79,76,3.36,broken clouds
270,Waipawa,NZ,2021-08-08 22:32:22,-41.4122,175.5153,43.43,65,94,21.21,overcast clouds
271,Oxbow,CA,2021-08-08 22:32:22,49.2333,-102.1676,90.64,32,2,17.74,clear sky
272,Arrecife,ES,2021-08-08 22:29:50,28.963,-13.5477,71.67,73,20,14.97,few clouds
273,Fairbanks,US,2021-08-08 22:30:00,64.8378,-147.7164,66.16,77,90,4.61,light rain
274,Soyo,AO,2021-08-08 22:28:00,-6.1349,12.3689,72.55,83,8,6.53,clear sky
275,Mount Isa,AU,2021-08-08 22:31:05,-20.7333,139.5,62.37,31,0,2.3,clear sky
276,Svetlyy,RU,2021-08-08 22:32:24,54.675,20.1347,59.05,82,38,7.63,scattered clouds
277,Itaituba,BR,2021-08-08 22:32:24,-4.2761,-55.9836,84.36,40,51,0.98,broken clouds
278,Urusha,RU,2021-08-08 22:32:25,54.05,122.9,51.6,91,100,8.75,overcast clouds
279,Golden,US,2021-08-08 22:30:02,39.7555,-105.2211,94.24,22,20,1.99,smoke
280,Mahibadhoo,MV,2021-08-08 22:32:26,3.7833,72.9667,82.76,74,100,14.7,overcast clouds
281,Port Elizabeth,ZA,2021-08-08 22:32:26,-33.918,25.5701,57.49,88,0,9.22,clear sky
282,Mahebourg,MU,2021-08-08 22:27:35,-20.4081,57.7,68.25,100,75,4.61,light rain
283,Malindi,KE,2021-08-08 22:32:27,-3.2175,40.1191,73.81,84,34,11.63,scattered clouds
284,Goderich,CA,2021-08-08 22:31:28,43.7501,-81.7165,80.92,69,100,12.66,overcast clouds
285,Bonavista,CA,2021-08-08 22:27:53,48.6499,-53.1147,56.12,78,82,18.14,broken clouds
286,Baruun-Urt,MN,2021-08-08 22:32:28,46.6806,113.2792,58.28,84,66,7.02,broken clouds
287,Mattru,SL,2021-08-08 22:32:28,7.6244,-11.8332,74.17,87,100,3.11,overcast clouds
288,Clyde River,CA,2021-08-08 22:27:30,70.4692,-68.5914,44.83,81,75,12.66,broken clouds
289,Cockburn Town,TC,2021-08-08 22:32:29,21.4612,-71.1419,85.96,66,40,13.8,scattered clouds
290,Ridgecrest,US,2021-08-08 22:32:01,35.6225,-117.6709,107.65,5,1,8.99,clear sky
291,Tarbagatay,RU,2021-08-08 22:32:30,51.4803,107.3602,49.53,72,63,2.95,broken clouds
292,Margate,GB,2021-08-08 22:32:30,51.3813,1.3862,59.92,83,44,1.01,scattered clouds
293,Tual,ID,2021-08-08 22:32:30,-5.6667,132.75,80.2,79,100,18.23,overcast clouds
294,Te Anau,NZ,2021-08-08 22:32:31,-45.4167,167.7167,37.02,88,75,1.52,broken clouds
295,Dudinka,RU,2021-08-08 22:32:31,69.4058,86.1778,57.85,70,3,15.43,clear sky
296,Bubaque,GW,2021-08-08 22:32:32,11.2833,-15.8333,78.03,84,100,10.11,moderate rain
297,Hualmay,PE,2021-08-08 22:32:32,-11.0964,-77.6139,63.28,80,40,13.47,scattered clouds
298,Agadez,NE,2021-08-08 22:32:33,19.75,10.25,91.35,28,82,7.54,broken clouds
299,Necochea,AR,2021-08-08 22:32:33,-38.5473,-58.7368,46.71,65,100,5.08,overcast clouds
300,Mutis,CO,2021-08-08 22:32:34,6.2262,-77.4044,79.41,82,77,4.88,broken clouds
301,Vao,NC,2021-08-08 22:32:34,-22.6667,167.4833,67.84,61,35,16.44,scattered clouds
302,Port-Gentil,GA,2021-08-08 22:32:35,-0.7193,8.7815,76.96,83,75,6.91,broken clouds
303,Weihai,CN,2021-08-08 22:32:35,37.5017,122.1136,77.05,79,65,5.1,light rain
304,Tineo,ES,2021-08-08 22:32:36,43.3376,-6.4145,55.65,97,98,2.08,overcast clouds
305,Port Macquarie,AU,2021-08-08 22:32:36,-31.4333,152.9167,51.76,66,100,4.72,overcast clouds
306,Richards Bay,ZA,2021-08-08 22:32:37,-28.783,32.0377,66.16,58,1,12.3,clear sky
307,Leningradskiy,RU,2021-08-08 22:29:14,69.3833,178.4167,40.44,75,26,18.07,scattered clouds
308,Broken Hill,AU,2021-08-08 22:32:38,-31.95,141.4333,46.11,71,0,9.22,clear sky
309,Emerald,AU,2021-08-08 22:29:09,-23.5333,148.1667,55.54,44,0,6.91,clear sky
310,Lenger,KZ,2021-08-08 22:32:38,42.183,69.8839,72.84,21,0,6.24,clear sky
311,Nishihara,JP,2021-08-08 22:32:39,26.1842,127.7558,80.26,97,75,8.05,broken clouds
312,Mount Pleasant,US,2021-08-08 22:28:08,32.7941,-79.8626,86.14,84,40,3.0,scattered clouds
313,Nanortalik,GL,2021-08-08 22:32:39,60.1432,-45.2371,43.23,90,34,12.62,scattered clouds
314,Beyla,GN,2021-08-08 22:32:40,8.6833,-8.6333,68.13,99,100,3.29,moderate rain
315,Juneau,US,2021-08-08 22:28:43,58.3019,-134.4197,62.6,78,75,10.36,broken clouds
316,Kota Kinabalu,MY,2021-08-08 22:32:40,5.9749,116.0724,76.98,88,40,5.75,scattered clouds
317,Pafos,CY,2021-08-08 22:30:17,34.7667,32.4167,80.51,65,0,4.61,clear sky
318,Cangzhou,CN,2021-08-08 22:32:41,38.3167,116.8667,76.12,84,78,3.6,light rain
319,Bereda,ES,2021-08-08 22:32:42,43.2686,-7.5406,58.75,98,72,2.04,broken clouds
320,Otradnoye,RU,2021-08-08 22:32:42,59.7775,30.8181,64.18,96,99,4.54,overcast clouds
321,La Union,PE,2021-08-08 22:32:43,-5.4,-80.75,73.06,52,4,19.1,clear sky
322,Hasaki,JP,2021-08-08 22:32:43,35.7333,140.8333,84.6,79,64,21.72,broken clouds
323,Camabatela,AO,2021-08-08 22:32:44,-8.1881,15.375,60.48,80,28,4.05,scattered clouds
324,Mahina,PF,2021-08-08 22:32:44,-17.5065,-149.489,83.97,65,20,4.61,few clouds
325,Mapimi,MX,2021-08-08 22:32:45,25.8167,-103.85,92.17,24,1,8.7,clear sky
326,College,US,2021-08-08 22:32:45,64.8569,-147.8028,66.15,76,75,5.75,broken clouds
327,Alcantara,BR,2021-08-08 22:32:46,-2.4089,-44.4147,82.6,81,14,7.83,few clouds
328,Kulunda,RU,2021-08-08 22:32:46,52.566,78.9385,60.67,96,75,7.81,broken clouds
329,Esperance,AU,2021-08-08 22:28:58,-33.8667,121.9,58.84,76,1,21.36,clear sky
330,Sisimiut,GL,2021-08-08 22:27:58,66.9395,-53.6735,43.38,80,97,3.89,overcast clouds
331,Kargat,RU,2021-08-08 22:32:47,55.1956,80.2811,60.33,97,100,6.38,light rain
332,Padang,ID,2021-08-08 22:32:47,-0.9492,100.3543,77.67,86,83,3.24,moderate rain
333,Dickinson,US,2021-08-08 22:32:48,29.4608,-95.0513,94.1,67,75,5.01,broken clouds
334,Nantucket,US,2021-08-08 22:30:32,41.2835,-70.0995,79.25,77,1,5.75,clear sky
335,Paramonga,PE,2021-08-08 22:32:48,-10.6667,-77.8333,63.3,82,41,12.73,scattered clouds
336,Dunda,TZ,2021-08-08 22:32:49,-8.1167,34.25,60.04,55,2,4.16,clear sky
337,Taoudenni,ML,2021-08-08 22:32:49,22.6783,-3.9836,101.7,9,10,13.13,clear sky
338,Leavenworth,US,2021-08-08 22:32:50,39.2333,-95.0336,89.71,71,69,10.07,broken clouds
339,Griffith,US,2021-08-08 22:32:50,41.5284,-87.4237,89.71,65,40,1.01,scattered clouds
340,Marzuq,YE,2021-08-08 22:32:51,14.4,46.4667,86.97,26,91,2.01,overcast clouds
341,Sosnovo-Ozerskoye,RU,2021-08-08 22:32:51,52.5249,111.5418,51.51,90,26,4.54,scattered clouds
342,Seddon,AU,2021-08-08 22:32:52,-37.8068,144.8916,52.75,84,90,1.01,overcast clouds
343,Narsaq,GL,2021-08-08 22:32:52,60.9167,-46.05,50.22,74,9,7.54,clear sky
344,Flinders,AU,2021-08-08 22:32:52,-34.5833,150.8552,51.19,87,100,7.83,overcast clouds
345,Innisfail,AU,2021-08-08 22:32:53,-17.5333,146.0333,70.16,86,86,9.1,overcast clouds
346,Beringovskiy,RU,2021-08-08 22:32:53,63.05,179.3167,43.72,85,100,21.36,light rain
347,Carahue,CL,2021-08-08 22:32:54,-38.7,-73.1667,52.0,89,4,0.69,clear sky
348,Misratah,LY,2021-08-08 22:32:54,32.3754,15.0925,80.98,72,0,12.35,clear sky
349,Nueve De Julio,AR,2021-08-08 22:32:54,-35.4444,-60.8831,43.25,91,100,16.06,light rain
350,Mastung,PK,2021-08-08 22:32:55,29.7994,66.845,72.59,57,0,5.21,clear sky
351,Ajdabiya,LY,2021-08-08 22:32:55,30.7554,20.2263,83.32,30,0,10.6,clear sky
352,Sao Joao Da Barra,BR,2021-08-08 22:32:52,-21.6403,-41.0511,69.62,80,24,13.76,few clouds
353,Topolobampo,MX,2021-08-08 22:32:56,25.6,-109.05,95.11,49,75,3.44,broken clouds
354,Shirokiy,RU,2021-08-08 22:32:56,49.758,129.523,55.63,82,100,8.1,overcast clouds
355,Kemijarvi,FI,2021-08-08 22:32:57,66.7131,27.4306,55.8,78,100,10.27,overcast clouds
356,Nakusp,CA,2021-08-08 22:32:57,50.2499,-117.8023,59.47,94,100,3.44,moderate rain
357,Tazovskiy,RU,2021-08-08 22:32:57,67.4667,78.7,50.59,72,1,10.04,clear sky
358,Walvis Bay,NA,2021-08-08 22:32:58,-22.9575,14.5053,53.1,87,47,2.3,scattered clouds
359,Majene,ID,2021-08-08 22:32:58,-3.5403,118.9707,76.17,90,41,6.6,scattered clouds
360,Radaur,IN,2021-08-08 22:32:59,30.0333,77.15,78.89,89,72,5.23,broken clouds
361,Middelburg,ZA,2021-08-08 22:32:59,-25.7751,29.4648,53.19,41,0,3.11,clear sky
362,Key West,US,2021-08-08 22:33:00,24.5557,-81.7826,90.0,66,1,8.05,clear sky
363,Rabo De Peixe,PT,2021-08-08 22:33:00,37.8,-25.5833,71.11,88,75,13.8,broken clouds
364,Luang Prabang,LA,2021-08-08 22:33:00,19.8856,102.1347,74.7,94,100,1.16,overcast clouds
365,Cherskiy,RU,2021-08-08 22:33:01,68.75,161.3,60.19,33,36,1.39,scattered clouds
366,Antsohihy,MG,2021-08-08 22:33:01,-14.8796,47.9875,66.16,91,0,1.68,clear sky
367,Byron Bay,AU,2021-08-08 22:33:02,-28.65,153.6167,61.05,64,100,8.9,overcast clouds
368,Isangel,VU,2021-08-08 22:33:02,-19.55,169.2667,73.51,68,75,6.91,broken clouds
369,Tara,RU,2021-08-08 22:33:03,56.8944,74.371,59.86,94,65,6.11,broken clouds
370,Birzai,LT,2021-08-08 22:33:03,56.2,24.75,57.87,98,47,6.69,scattered clouds
371,Lakes Entrance,AU,2021-08-08 22:33:04,-37.8811,147.981,50.23,63,5,4.34,clear sky
372,Mahanoro,MG,2021-08-08 22:33:04,-19.9,48.8,63.73,91,7,4.79,clear sky
373,Santa Rosalia,MX,2021-08-08 22:33:05,27.3167,-112.2833,88.41,55,9,6.71,clear sky
374,Kirakira,SB,2021-08-08 22:33:05,-10.4544,161.9205,81.46,77,47,5.82,scattered clouds
375,Morro Bay,US,2021-08-08 22:33:06,35.3658,-120.8499,93.94,55,25,8.01,scattered clouds
376,Imeni Poliny Osipenko,RU,2021-08-08 22:33:06,52.4201,136.4853,54.05,77,100,4.79,overcast clouds
377,Miravci,MK,2021-08-08 22:33:06,41.3078,22.435,75.94,76,0,2.75,clear sky
378,Anloga,GH,2021-08-08 22:33:07,5.7947,0.8973,77.22,90,84,15.28,broken clouds
379,Asau,RO,2021-08-08 22:33:07,46.4333,26.4,61.72,67,2,2.95,light rain
380,Norden,DE,2021-08-08 22:33:08,53.6,7.2,60.94,88,76,22.77,heavy intensity rain
381,Bulgan,MN,2021-08-08 22:33:08,48.8125,103.5347,51.6,79,55,1.34,broken clouds
382,Tando Jam,PK,2021-08-08 22:33:09,25.4272,68.5362,80.42,72,0,17.67,clear sky
383,Galesong,ID,2021-08-08 22:33:04,-5.3166,119.3661,71.62,77,29,4.7,scattered clouds
384,Rio Grande,BR,2021-08-08 22:33:00,-32.035,-52.0986,61.77,83,94,8.28,overcast clouds
385,Paamiut,GL,2021-08-08 22:33:09,61.994,-49.6678,43.39,88,99,3.53,overcast clouds
386,Tilichiki,RU,2021-08-08 22:33:10,60.4667,166.1,58.89,48,91,13.56,overcast clouds
387,Sloboda,RU,2021-08-08 22:33:10,51.1421,40.3021,80.62,22,100,13.49,overcast clouds
388,Egvekinot,RU,2021-08-08 22:33:11,66.3167,-179.1667,47.98,51,77,13.98,broken clouds
389,Khromtau,KZ,2021-08-08 22:33:11,50.2503,58.4347,61.03,58,0,7.63,clear sky
390,Kununurra,AU,2021-08-08 22:28:25,-15.7667,128.7333,60.78,55,0,8.05,clear sky
391,Cervo,ES,2021-08-08 22:33:12,43.6702,-7.4101,59.97,83,96,6.08,overcast clouds
392,Yerbogachen,RU,2021-08-08 22:33:12,61.2767,108.0108,56.03,54,2,2.08,clear sky
393,Mayo,US,2021-08-08 22:33:13,38.8876,-76.5119,90.0,68,1,3.0,clear sky
394,Ukiah,US,2021-08-08 22:33:13,39.1502,-123.2078,100.53,28,1,6.91,clear sky
395,Mecca,SA,2021-08-08 22:28:37,21.4267,39.8261,91.53,32,68,3.94,broken clouds
396,Kiunga,PG,2021-08-08 22:29:11,-6.1219,141.2906,73.15,99,100,1.86,overcast clouds
397,Mugur-Aksy,RU,2021-08-08 22:33:14,50.35,90.5,51.57,73,100,4.27,overcast clouds
398,Kenitra,MA,2021-08-08 22:33:15,34.261,-6.5802,70.56,72,1,4.68,clear sky
399,Jacqueville,CI,2021-08-08 22:33:15,5.2052,-4.4146,76.91,90,68,13.58,light rain
400,Katangli,RU,2021-08-08 22:33:16,51.7102,143.2326,56.39,78,100,7.05,overcast clouds
401,Codrington,AU,2021-08-08 22:33:16,-38.2667,141.9667,49.14,74,100,12.03,overcast clouds
402,Sosnogorsk,RU,2021-08-08 22:33:16,63.6023,53.8817,46.13,97,85,3.11,overcast clouds
403,Batagay-Alyta,RU,2021-08-08 22:33:17,67.8006,130.4114,70.2,27,15,1.61,few clouds
404,Noumea,NC,2021-08-08 22:29:17,-22.2763,166.4572,69.78,56,75,11.61,broken clouds
405,Sawakin,SD,2021-08-08 22:33:17,19.1059,37.3321,92.43,47,8,14.85,clear sky
406,Thunder Bay,CA,2021-08-08 22:33:18,48.4001,-89.3168,74.98,92,90,6.91,mist
407,Belyy Yar,RU,2021-08-08 22:33:18,53.6039,91.3903,55.29,100,40,0.0,mist
408,Yeppoon,AU,2021-08-08 22:33:19,-23.1333,150.7333,60.58,69,21,12.12,few clouds
409,Vila Velha,BR,2021-08-08 22:33:19,-20.3297,-40.2925,66.15,88,0,2.3,clear sky
410,Inhambane,MZ,2021-08-08 22:33:19,-23.865,35.3833,64.83,67,0,6.76,clear sky
411,Tshela,CD,2021-08-08 22:33:20,-4.9833,12.9333,66.85,86,18,1.99,few clouds
412,Dhidhdhoo,MV,2021-08-08 22:33:21,6.8833,73.1,82.33,72,98,15.7,overcast clouds
413,Jamsa,FI,2021-08-08 22:33:21,61.8642,25.19,61.52,81,100,2.13,overcast clouds
414,Batemans Bay,AU,2021-08-08 22:33:22,-35.7167,150.1833,48.9,62,56,2.59,broken clouds
415,Balakhta,RU,2021-08-08 22:33:22,55.38,91.6,56.53,91,1,2.19,clear sky
416,Poykovskiy,RU,2021-08-08 22:33:22,61.2333,73.3333,64.69,100,40,6.71,mist
417,Sabang,ID,2021-08-08 22:33:23,5.8933,95.3214,82.54,78,88,14.29,overcast clouds
418,Rudnogorsk,RU,2021-08-08 22:33:23,57.2639,103.7519,54.05,63,11,2.06,few clouds
419,Sagua La Grande,CU,2021-08-08 22:33:24,22.8067,-80.0756,90.59,64,9,11.63,clear sky
420,Wanning,CN,2021-08-08 22:28:29,18.8003,110.3967,81.46,86,100,8.63,overcast clouds
421,Jieshi,CN,2021-08-08 22:33:25,22.8134,115.8257,82.02,85,100,8.72,moderate rain
422,Vanimo,PG,2021-08-08 22:33:25,-2.6741,141.3028,76.69,89,99,6.15,light rain
423,Qarchi Gak,AF,2021-08-08 22:33:26,37.04,66.7889,78.89,15,0,13.76,clear sky
424,Belaya Gora,RU,2021-08-08 22:33:26,68.5333,146.4167,68.07,37,92,6.67,overcast clouds
425,Meulaboh,ID,2021-08-08 22:33:27,4.1363,96.1285,76.19,92,96,6.58,light rain
426,Cayenne,GF,2021-08-08 22:28:28,4.9333,-52.3333,82.44,83,0,5.01,clear sky
427,Linden,GY,2021-08-08 22:33:29,6.0,-58.3,82.54,94,96,1.68,overcast clouds
428,Tautira,PF,2021-08-08 22:33:29,-17.7333,-149.15,84.22,76,30,9.6,scattered clouds
429,Sangar,RU,2021-08-08 22:33:30,63.9242,127.4739,65.07,41,4,11.12,clear sky
430,Kindu,CD,2021-08-08 22:33:30,-2.95,25.95,71.02,76,51,2.75,light rain
431,Orlik,RU,2021-08-08 22:33:30,52.5178,99.825,51.17,79,84,1.34,broken clouds
432,Santa Cruz,BO,2021-08-08 22:33:31,-17.8,-63.1667,84.25,45,20,17.27,few clouds
433,Bosanska Krupa,BA,2021-08-08 22:33:32,44.8825,16.1514,72.48,61,74,3.6,broken clouds
434,Wangaratta,AU,2021-08-08 22:33:32,-36.3667,146.3333,47.16,93,90,3.44,overcast clouds
435,Adre,TD,2021-08-08 22:33:33,13.4667,22.2,68.97,91,59,1.95,broken clouds
436,Mezen,RU,2021-08-08 22:33:33,65.8522,44.24,52.2,73,100,6.44,overcast clouds
437,Dryden,CA,2021-08-08 22:33:33,49.7833,-92.7503,73.69,64,20,12.66,few clouds
438,Maragogi,BR,2021-08-08 22:33:34,-9.0122,-35.2225,73.27,86,75,8.05,broken clouds
439,Krutinka,RU,2021-08-08 22:33:34,56.0055,71.5113,56.91,98,76,7.7,broken clouds
440,Beachwood,US,2021-08-08 22:33:35,41.4645,-81.5087,84.69,68,1,3.0,clear sky
441,Pangnirtung,CA,2021-08-08 22:33:35,66.1451,-65.7125,44.6,69,100,5.35,light rain
442,Santa Maria,BR,2021-08-08 22:33:36,-29.6842,-53.8069,69.1,78,0,5.75,clear sky
443,Avera,US,2021-08-08 22:33:36,33.194,-82.5271,93.07,72,90,8.88,overcast clouds
444,Gori,GE,2021-08-08 22:33:37,41.9842,44.1158,66.81,84,26,3.74,scattered clouds
445,Zholymbet,KZ,2021-08-08 22:33:37,51.7433,71.7122,57.2,85,60,8.9,broken clouds
446,Kerema,PG,2021-08-08 22:33:38,-7.9631,145.7785,78.64,86,64,5.21,broken clouds
447,Harrison,US,2021-08-08 22:33:38,30.4091,-89.0436,89.67,68,1,11.5,clear sky
448,Boyolangu,ID,2021-08-08 22:33:39,-8.1181,111.8935,73.74,96,49,2.13,scattered clouds
449,Rute,ES,2021-08-08 22:33:39,37.3269,-4.3683,76.64,38,0,3.42,clear sky
450,Palu,ID,2021-08-08 22:33:40,-0.8917,119.8707,75.83,91,95,2.33,overcast clouds
451,Verkhnyaya Inta,RU,2021-08-08 22:33:40,65.9811,60.3094,47.14,96,100,4.5,overcast clouds
452,Bonthe,SL,2021-08-08 22:33:41,7.5264,-12.505,77.43,77,100,8.1,overcast clouds
453,Yasnyy,RU,2021-08-08 22:33:41,51.0333,59.8742,59.97,71,0,8.72,clear sky
454,Mareeba,AU,2021-08-08 22:28:51,-17.0,145.4333,66.92,91,29,3.2,scattered clouds
455,Benghazi,LY,2021-08-08 22:33:42,32.1167,20.0667,81.54,60,0,18.95,clear sky
456,Ourossogui,SN,2021-08-08 22:33:42,15.6064,-13.3211,75.2,94,40,6.91,scattered clouds
457,Oranjemund,NA,2021-08-08 22:33:42,-28.55,16.4333,58.55,67,99,5.59,overcast clouds
458,Smithers,CA,2021-08-08 22:33:43,54.7804,-127.1743,73.72,46,20,17.27,few clouds
459,Ayan,RU,2021-08-08 22:32:10,56.45,138.1667,57.24,53,5,6.11,clear sky
460,Brandon,US,2021-08-08 22:33:23,27.9378,-82.2859,92.32,70,90,8.05,light rain
461,Superior,US,2021-08-08 22:33:44,46.7208,-92.1041,71.33,93,90,4.61,mist
462,Auchi,NG,2021-08-08 22:33:45,7.0667,6.2667,70.81,97,100,4.23,overcast clouds
463,Bintulu,MY,2021-08-08 22:33:45,3.1667,113.0333,75.61,94,40,3.44,scattered clouds
464,Awbari,LY,2021-08-08 22:33:45,26.5921,12.7805,91.87,11,0,11.25,clear sky
465,Christchurch,NZ,2021-08-08 22:33:46,-43.5333,172.6333,40.32,83,75,1.99,light rain
466,Fully,CH,2021-08-08 22:33:46,46.1385,7.1147,63.27,81,0,2.3,clear sky
467,Durango,MX,2021-08-08 22:30:23,24.8333,-104.8333,80.91,29,22,12.59,few clouds
468,Bourail,NC,2021-08-08 22:33:47,-21.5667,165.4833,69.48,52,52,11.97,broken clouds
469,Lavrentiya,RU,2021-08-08 22:33:47,65.5833,-171.0,48.36,68,44,15.19,scattered clouds
470,Tvoroyri,FO,2021-08-08 22:33:48,61.5556,-6.8111,51.19,93,40,4.7,scattered clouds
471,Shimoda,JP,2021-08-08 22:33:48,34.6667,138.95,82.51,93,66,20.49,broken clouds
472,Ellisras,ZA,2021-08-08 22:33:49,-23.6649,27.7443,57.02,53,0,2.66,clear sky
473,Aloleng,PH,2021-08-08 22:33:49,16.1307,119.7824,81.84,84,100,10.94,overcast clouds
474,Pavlodar,KZ,2021-08-08 22:33:50,52.3,76.95,60.6,94,90,6.71,moderate rain
475,Aguimes,ES,2021-08-08 22:33:50,27.9054,-15.4461,70.43,64,20,18.41,few clouds
476,Mount Vernon,US,2021-08-08 22:33:51,40.9126,-73.8371,80.15,79,90,20.71,light rain
477,Imbituba,BR,2021-08-08 22:33:51,-28.24,-48.6703,66.09,90,0,11.54,clear sky
478,Garibaldi,BR,2021-08-08 22:30:13,-29.2561,-51.5336,67.86,75,0,2.57,clear sky
479,Havre-Saint-Pierre,CA,2021-08-08 22:32:20,50.2334,-63.5986,62.96,55,1,17.27,clear sky
480,El Prat De Llobregat,ES,2021-08-08 22:30:07,41.3278,2.0947,73.31,71,0,6.91,clear sky
481,Kamaishi,JP,2021-08-08 22:33:52,39.2667,141.8833,76.8,97,100,7.4,overcast clouds
482,San Patricio,US,2021-08-08 22:33:52,28.017,-97.5169,93.92,58,35,18.9,scattered clouds
483,Salta,AR,2021-08-08 22:29:14,-24.7859,-65.4117,72.19,38,0,7.0,clear sky
484,Gushikawa,JP,2021-08-08 22:33:53,26.3544,127.8686,80.19,97,75,11.5,broken clouds
485,Prince Rupert,CA,2021-08-08 22:33:53,54.3161,-130.3201,60.89,85,75,5.75,broken clouds
486,Kavaratti,IN,2021-08-08 22:33:54,10.5669,72.642,78.98,85,100,18.84,overcast clouds
487,Maraa,BR,2021-08-08 22:33:54,-1.8333,-65.3667,75.38,90,97,1.99,overcast clouds
488,Phalombe,MW,2021-08-08 22:33:55,-15.8064,35.6507,57.92,72,0,3.04,clear sky
489,Rio Gallegos,AR,2021-08-08 22:33:56,-51.6226,-69.2181,44.65,53,0,14.97,clear sky
490,Timizart,DZ,2021-08-08 22:33:56,36.8,4.2667,76.53,61,65,5.93,broken clouds
491,Tommot,RU,2021-08-08 22:33:57,58.9564,126.2925,65.62,72,23,2.84,few clouds
492,Kalmunai,LK,2021-08-08 22:33:57,7.4167,81.8167,78.28,84,97,1.74,overcast clouds
493,Asfi,MA,2021-08-08 22:33:57,32.2994,-9.2372,67.46,79,0,14.27,clear sky
494,Saint Anthony,US,2021-08-08 22:33:58,45.0205,-93.218,79.48,74,90,5.75,overcast clouds
495,Wanxian,CN,2021-08-08 22:33:58,30.8039,108.3897,77.23,99,100,3.09,overcast clouds
496,Abengourou,CI,2021-08-08 22:33:59,6.7297,-3.4964,71.94,93,95,5.14,overcast clouds
497,Harper,LR,2021-08-08 22:33:59,4.375,-7.7169,75.94,86,43,10.65,light rain
498,Tagusao,PH,2021-08-08 22:34:00,9.1924,117.8141,80.89,81,100,4.14,overcast clouds
499,Emba,KZ,2021-08-08 22:34:00,48.8264,58.1442,69.04,35,1,9.48,clear sky
500,Shymkent,KZ,2021-08-08 22:33:23,42.3,69.6,75.79,27,0,4.47,clear sky
501,Gaoua,BF,2021-08-08 22:34:01,10.2992,-3.2508,74.43,91,95,4.43,overcast clouds
502,Ucluelet,CA,2021-08-08 22:31:52,48.9329,-125.5528,80.04,73,14,5.95,few clouds
503,Ambilobe,MG,2021-08-08 22:34:01,-13.2,49.05,69.82,85,99,1.34,overcast clouds
504,Kasongo-Lunda,CD,2021-08-08 22:34:02,-6.4667,16.8167,71.1,52,0,2.46,clear sky
505,Kendari,ID,2021-08-08 22:33:00,-3.945,122.4989,73.94,92,32,2.15,scattered clouds
506,Ambulu,ID,2021-08-08 22:34:03,-8.345,113.6058,73.81,90,28,4.38,scattered clouds
507,Marabba,SD,2021-08-08 22:34:03,12.35,32.1833,73.99,84,100,6.33,overcast clouds
508,Itarema,BR,2021-08-08 22:34:04,-2.9248,-39.9167,79.16,78,12,18.7,few clouds
509,Monteagudo,BO,2021-08-08 22:34:04,-19.8167,-63.9833,80.38,46,8,0.58,clear sky
510,Komsomolskiy,UZ,2021-08-08 22:34:05,40.4272,71.7189,77.72,31,0,6.91,clear sky
511,Polyarnyy,RU,2021-08-08 22:34:05,69.1989,33.4478,45.07,73,4,7.76,clear sky
512,Rokytne,UA,2021-08-08 22:34:06,51.2796,27.214,63.3,89,52,2.86,broken clouds
513,Los Llanos De Aridane,ES,2021-08-08 22:32:09,28.6585,-17.9182,67.75,97,75,5.75,broken clouds
514,Comarapa,BO,2021-08-08 22:34:06,-17.9,-64.4833,53.13,77,11,4.52,few clouds
515,Chillicothe,US,2021-08-08 22:33:15,39.3331,-82.9824,89.96,55,1,4.61,clear sky
516,Coquimbo,CL,2021-08-08 22:34:07,-29.9533,-71.3436,56.93,76,0,9.22,clear sky
517,Ghanzi,BW,2021-08-08 22:34:07,-21.5667,21.7833,56.71,26,0,5.21,clear sky
518,Hede,CN,2021-08-08 22:34:08,33.7681,120.2517,76.53,85,100,1.7,light rain
519,Kapuskasing,CA,2021-08-08 22:34:08,49.4169,-82.4331,71.6,73,90,8.05,haze
520,Prado,BR,2021-08-08 22:34:09,-17.3411,-39.2208,69.58,78,8,7.54,clear sky
521,Guia De Isora,ES,2021-08-08 22:34:09,28.2115,-16.7795,67.73,72,28,1.01,scattered clouds
522,Laguna,US,2021-08-08 22:34:10,38.421,-121.4238,104.22,31,1,4.0,clear sky
523,Athabasca,CA,2021-08-08 22:30:12,54.7169,-113.2854,66.02,49,86,9.22,overcast clouds
